Pre;Post;Sections;Type
AWCR;AIBR;2;chemical
AWCR;AIAR;2;chemical
ASKR;AIAR;5;chemical
ASKR;AIAL;1;chemical
ASKR;AIAR;1;chemical
AIAR;ADLR;1;chemical
AIBL;SMDDR;2;chemical
AIBL;RIMR;2;chemical
AIBL;RIMR;1;chemical
AIBL;SAADR;1;chemical
AIBL;AVEL;1;chemical
AIBL;RIMR;2;chemical
AIBL;SAADR;2;chemical
DVC;AIBL;3;chemical
DVC;RIGR;3;chemical
AIBL;RIMR;2;chemical
AIBL;SAADR;2;chemical
AIBL;RIGR;2;chemical
AIBL;RIGR;2;chemical
AIBL;SAADR;2;chemical
AIBL;RIMR;2;chemical
BAGL;RIGR;1;chemical
BAGL;AIBL;1;chemical
BAGL;AIBL;1;chemical
AIBL;RIGR;1;chemical
AIBL;AVBL;1;chemical
RIAR;SMBVR;2;chemical
RIAR;SMBDR;2;chemical
ASHR;ADLR;2;chemical
ASHR;SMBVR;2;chemical
ASHR;AVDL;2;chemical
RIFR;ASHR;1;chemical
RIFR;AVBR;1;chemical
RIFR;AVBR;2;chemical
PVCL;ASHR;2;chemical
PVCL;SMBVR;2;chemical
ASHR;PVCL;1;chemical
ASHR;AVDL;1;chemical
AIBL;RIMR;3;chemical
AIBL;RIBR;3;chemical
AIBL;AVBL;6;chemical
AIBL;RIMR;6;chemical
AIBL;RIBR;1;chemical
AIBL;RIMR;1;chemical
AIBL;AVBL;5;chemical
AIBL;RIBR;5;chemical
AIBL;SIAVR;2;chemical
AIBL;RIBR;2;chemical
AIBL;AVBL;2;chemical
RIMR;AIBL;4;chemical
RIMR;RIBR;4;chemical
RIMR;AIBL;1;chemical
RMGR;SAADL;1;chemical
RMGR;SMBVR;1;chemical
AIBL;SIADR;2;chemical
AIBL;RIBR;2;chemical
AIBL;RIMR;2;chemical
SMBVR;vBWMR8;1;chemical
SMBVR;vBWMR8;1;chemical
AIBL;SAADL;3;chemical
AIBL;RIMR;3;chemical
AIBL;SAAVL;3;chemical
AIBL;SIBDR;3;chemical
AIBL;AVAL;1;chemical
AIBL;IL2DR;1;chemical
AIBL;RIMR;1;chemical
SMBVR;vBWMR8;1;chemical
SMBVR;dBWMR4;1;chemical
AIBL;RMFR;2;chemical
AIBL;SAADL;2;chemical
AIBL;RIMR;2;chemical
RIBR;AIBL;1;chemical
RIBR;AVER;1;chemical
RMDL;SMBVR;1;chemical
RMDL;vBWMR4;1;chemical
AIBL;RIBR;2;chemical
RMDL;SMBVR;1;chemical
AIBL;RIBR;1;chemical
RIBR;AIBL;2;chemical
RIBR;RIGR;2;chemical
RIBR;AVER;2;chemical
SMBVR;RMDR;1;chemical
SAADL;RIMR;1;chemical
SAADL;AIBL;1;chemical
SAADL;RMFR;1;chemical
AIBL;RIMR;1;chemical
AIBL;SAADL;1;chemical
AIBL;RMFR;1;chemical
SAADR;AIBL;1;chemical
SAADR;RIMR;1;chemical
URXR;RMDR;3;chemical
URXR;SMBVR;3;chemical
SMBVR;vBWMR4;2;chemical
SMBVR;RMDR;2;chemical
SMBVR;RMDL;2;chemical
AIZR;AIBL;1;chemical
AIZR;ADFR;1;chemical
SMBVR;RMGR;2;chemical
SMBVR;vBWMR4;2;chemical
AWAR;ASIL;2;chemical
AWAR;AFDR;2;chemical
ASIL;ASER;1;chemical
ASKL;AIBL;1;chemical
ASKL;AIAL;1;chemical
ASKL;AIBL;1;chemical
ASKL;AIAL;1;chemical
ASKL;AIBL;3;chemical
ASKL;AIAL;3;chemical
ASKL;ASER;3;chemical
ASKL;AIAL;1;chemical
ASKL;AIBL;1;chemical
PVQL;AIAL;4;chemical
PVQL;ASKL;4;chemical
ASJL;PVQL;1;chemical
ASJL;ASKL;1;chemical
ASJL;PVQL;4;chemical
ASJL;ASKL;4;chemical
ASEL;AIYL;1;chemical
ASEL;AIBL;1;chemical
AWCL;AIYL;1;chemical
AWCL;AIBL;1;chemical
AWCL;AIYL;2;chemical
AWCL;AIBL;2;chemical
ASEL;AIBL;2;chemical
ASEL;AIYL;2;chemical
AIYL;AIBL;1;chemical
AIYL;AWCL;1;chemical
AWCR;AWCL;1;chemical
AWCR;AIBL;1;chemical
AIAL;AIBL;5;chemical
AIAL;ASEL;5;chemical
AIAL;AWCR;5;chemical
AIAL;ASER;5;chemical
SMDDL;SIBVL;1;chemical
ADLL;AIBL;1;chemical
ADLL;ASHL;1;chemical
HSNR;ASHL;2;chemical
HSNR;AIBL;2;chemical
HSNR;AIAL;2;chemical
SIBVL;RMGR;1;chemical
SIBVL;ALNR;1;chemical
SIBVL;SMDDL;1;chemical
ASHL;AVDR;2;chemical
ASHL;AIBL;2;chemical
ASHL;AIAL;2;chemical
SMDDL;RIML;1;chemical
SMDDL;RMDL;1;chemical
SMDDL;RIML;1;chemical
SMDDL;dBWMR4;1;chemical
AWCL;AWCR;2;chemical
AWCL;AIBL;2;chemical
AWCR;ASER;2;chemical
AWCR;AIBL;2;chemical
AWCR;AWCL;2;chemical
RIML;RMDR;3;chemical
RIML;SMDDL;3;chemical
URYDR;SMDDL;3;chemical
URYDR;CEPDR;3;chemical
URYDR;SMDVR;3;chemical
AFDL;ASER;1;chemical
AFDL;AIBL;1;chemical
AFDL;ASEL;1;chemical
AFDL;AWBL;1;chemical
RIBR;AVEL;2;chemical
RIBR;SMDDL;2;chemical
RIBR;SMDVR;2;chemical
RIAL;SMDDL;2;chemical
SMDDL;RIAR;1;chemical
SMDDL;RIAR;1;chemical
SMDDL;RIAR;1;chemical
SMDDL;RIAR;3;chemical
SMDDL;SMDVR;3;chemical
SMDDL;RIAR;1;chemical
RIAR;SMDDL;2;chemical
RIAL;SMDVR;2;chemical
RIAL;SMDDL;2;chemical
RIAL;RIAR;2;chemical
SMDDL;RMDR;1;chemical
SMDDL;RIAL;1;chemical
RIAR;SMDVR;1;chemical
SMDDL;SMDVR;1;chemical
SMDDL;SMDVR;3;chemical
SMDDL;RIAL;3;chemical
RIAL;SMDDR;1;chemical
RIAL;SMDDL;1;chemical
SMDDL;dBWMR1;3;chemical
SMDDL;RIAR;1;chemical
SMDDL;SMDVR;1;chemical
SMDDL;RIAR;1;chemical
RIAR;SMDVR;1;chemical
SMDDL;RIAL;1;chemical
ASHL;ASKL;1;chemical
ASHL;AIBL;1;chemical
SMDDL;RIAL;1;chemical
SMDDL;RIAL;1;chemical
AIBR;RIML;1;chemical
AIBR;RICR;1;chemical
AIBR;RIML;4;chemical
AIBR;SMDDL;4;chemical
AIBR;RIML;1;chemical
AIBR;SMDDL;1;chemical
RICL;SMDDL;1;chemical
RICL;AVAR;1;chemical
RIAR;SMDDL;1;chemical
RIAR;SIAVL;1;chemical
RIAR;SMDDL;1;chemical
RIAR;SIAVL;1;chemical
RIAR;SMDDL;1;chemical
RIAR;SIAVL;1;chemical
SMDDL;RIMR;1;chemical
SMDDL;SAAVR;1;chemical
RIAR;SMDDL;1;chemical
RMHR;RMHL;3;chemical
RMHR;SMDDL;3;chemical
RMHR;AIBR;3;chemical
RMGL;SMDDL;1;chemical
RIAR;SMDDL;2;chemical
RIAR;SMDVL;2;chemical
RIAR;SMDDL;1;chemical
SMDDR;SMDDL;1;chemical
SMDDR;RIS;1;chemical
SMDDR;SMDDL;1;chemical
PVPR;AVBR;1;chemical
PVPR;PVCL;1;chemical
RIAR;SMDDL;1;chemical
SMDDL;dBWML1;1;chemical
SMDDL;dBWML1;1;chemical
SMDDL;dBWML1;1;chemical
OLLL;SMDDL;1;chemical
OLLL;RIBL;1;chemical
URYDL;SMDDL;1;chemical
URYDL;OLLL;1;chemical
URYDL;SMDDL;1;chemical
SMDDL;RMEV;1;chemical
SMDDL;dBWML2;1;chemical
SMDDL;dBWML2;1;chemical
SMDVL;dBWML1;1;chemical
RMEV;dBWML1;1;chemical
AVKL;RIML;1;chemical
SMDDL;dBWML7;1;chemical
SMDDL;dBWML1;1;chemical
OLLL;SMDDL;1;chemical
OLLL;SMDDL;1;chemical
OLLL;SMDDL;2;chemical
OLLL;OLLL;2;chemical
OLLL;SMDDL;2;chemical
OLLL;OLLL;2;chemical
SMDDL;SMDDR;1;chemical
SMDDL;dBWML2;1;chemical
RIMR;SMDDR;1;chemical
RIMR;dBWML5;1;chemical
SMDDR;dBWML5;2;chemical
SMDDR;dBWML5;1;chemical
RIMR;SMDDR;1;chemical
RIMR;dBWML5;1;chemical
SMDDR;RMDR;1;chemical
SMDDR;dBWML5;1;chemical
SMDDR;dBWML5;1;chemical
RIMR;RIS;1;chemical
RIMR;SMDDR;1;chemical
RIAR;SMDDR;1;chemical
SMDDR;RIAR;1;chemical
RMDL;SMDDR;1;chemical
SMDDR;RIAL;1;chemical
RIAL;SMDDR;1;chemical
RIAL;SMDVL;1;chemical
RIAL;RMDL;2;chemical
RIAL;SMDDR;2;chemical
RIAL;RIAR;2;chemical
RIAL;RIBL;1;chemical
RIAL;SMDDR;1;chemical
RIAR;SMDDR;1;chemical
SMDDR;dBWML2;2;chemical
SMDDR;dBWML6;1;chemical
SMDDR;dBWML6;1;chemical
SMDDR;dBWML2;1;chemical
URYDL;SMDDR;3;chemical
SMDDR;RIAL;2;chemical
SMDDR;RIAL;1;chemical
SMDDR;RIAR;1;chemical
SMDDR;RIAL;1;chemical
OLLL;SMDDR;2;chemical
OLLL;SMDDR;2;chemical
SMDDR;RIS;1;chemical
SMDDR;RIBL;1;chemical
SMDDR;RIMR;1;chemical
SMDDR;SMDVL;1;chemical
RIAL;SMDDR;1;chemical
RIAL;CEPDL;1;chemical
RIAL;SMDDR;1;chemical
OLLL;SMDDR;1;chemical
OLLL;SMDDR;1;chemical
OLLL;SMDDR;1;chemical
OLLL;SMDDR;1;chemical
SMDDR;SMDVL;1;chemical
AIZR;SMDDR;1;chemical
SMDDR;RIAR;1;chemical
AIZR;SMDDR;3;chemical
AIZR;RIMR;3;chemical
AIZR;AIBL;3;chemical
RIML;SMDDR;1;chemical
RIML;SMDDR;1;chemical
RIML;RIMR;1;chemical
RIVL;SMDDR;1;chemical
RIMR;SMDDR;2;chemical
RIMR;SAAVL;2;chemical
RIMR;RMFR;2;chemical
RIMR;SMDDR;1;chemical
RIMR;SAAVL;1;chemical
AIBL;RIMR;1;chemical
SMDDR;SMDVL;1;chemical
SMDDR;vBWMR2;1;chemical
SMDDR;vBWMR6;1;chemical
SMDDR;vBWMR2;1;chemical
SMDDR;vBWMR6;1;chemical
RIS;RMEV;1;chemical
RIS;SMDDR;1;chemical
SMDDR;vBWMR2;1;chemical
SMDDR;vBWMR2;3;chemical
SMDDR;vBWML2;3;chemical
SMDVL;RIBR;1;chemical
SMDVL;SMDDR;1;chemical
SAAVL;RMFR;1;chemical
SAAVL;RIMR;1;chemical
SAAVL;SMDDR;1;chemical
SAAVL;RIMR;1;chemical
SAAVL;SMDDR;1;chemical
RIAL;SMDDR;1;chemical
RIAL;SMDVL;1;chemical
RIML;SMDDR;1;chemical
RIML;RMFR;1;chemical
SMDDR;RIVL;1;chemical
RIAL;SMDDR;1;chemical
RIAL;SMDVR;1;chemical
RIAL;SMDDR;1;chemical
RIAL;SMDVR;1;chemical
RIAL;SMDDR;1;chemical
RIAL;SMDDR;1;chemical
RIAL;SMDDR;1;chemical
RIAL;SMDVR;1;chemical
RIAL;SMDVL;2;chemical
RIAL;SMDDR;2;chemical
RIVL;SMDVL;2;chemical
SMDVL;RIVL;1;chemical
SMDVL;IL2L;1;chemical
AIBR;SMDVL;1;chemical
AIBR;SMDVL;1;chemical
RICR;SMDVL;1;chemical
AIZL;RIML;1;chemical
AIZL;AIBR;1;chemical
AIBR;RIML;1;chemical
AIBR;SMDVL;1;chemical
RIML;SMDVL;1;chemical
RMFL;SMDVL;1;chemical
RMFL;RIS;1;chemical
RMFL;RMDR;1;chemical
RIAR;SMDVL;2;chemical
RIAR;SMDVL;2;chemical
RIAR;RMDR;2;chemical
RIAR;SIADR;2;chemical
RIAR;SMDVL;2;chemical
RIAR;SMDVL;1;chemical
RIAR;SMDVL;1;chemical
RIAR;SMDVL;1;chemical
RIAR;SMDVL;1;chemical
SAADR;RIMR;1;chemical
RICR;AVKR;1;chemical
RICR;RIMR;1;chemical
RICR;SMDVL;2;chemical
RICR;SMDDL;2;chemical
SAADR;RIMR;2;chemical
SAADR;SMDVL;2;chemical
SMDVL;RIAR;1;chemical
SMDVL;SMDVR;2;chemical
SMDVL;SIADR;1;chemical
SMDVL;RIAR;1;chemical
SMDVL;RIAR;1;chemical
SMDVL;SMDDR;1;chemical
SMDVL;RIAR;1;chemical
RIAL;SMDVL;1;chemical
RIAR;SMDVL;1;chemical
RIAL;RIAR;1;chemical
RIAL;SMDVL;1;chemical
SMDVL;dBWML2;1;chemical
SMDVL;dBWML2;1;chemical
SMDVL;RMEV;1;chemical
SMDVL;dBWML2;1;chemical
SMDVL;dBWML1;1;chemical
SMDVL;dBWML1;1;chemical
SAADR;SMDVL;1;chemical
SAADR;RIMR;1;chemical
ADFL;RIVL;1;chemical
ADFL;SMDVL;1;chemical
SMDVL;RIAL;1;chemical
ASIL;SAAVL;1;chemical
ASIL;RIAL;1;chemical
ASIL;SAAVL;1;chemical
ASIL;RIAL;1;chemical
ASIL;RIAL;1;chemical
CEPVL;vBWML7;1;chemical
CEPVL;SMBVL;1;chemical
SMBVL;vBWML6;1;chemical
RIAR;SIAVL;1;chemical
RIAR;RMDVR;1;chemical
SMBVL;vBWML6;1;chemical
SMBVL;vBWML6;1;chemical
SMBVL;RMEV;1;chemical
SMBVL;vBWML6;1;chemical
SMBVL;vBWML7;1;chemical
SMBVL;RMDVR;1;chemical
SMBVL;vBWML6;1;chemical
IL1L;RMGL;1;chemical
IL1L;URBL;1;chemical
URBL;IL1L;1;chemical
URBL;URXL;1;chemical
URBL;RMHR;1;chemical
OLQVL;RICL;2;chemical
OLQVL;RMHL;2;chemical
SAADR;AVAR;6;chemical
SAADR;RIMR;6;chemical
SAADR;AVAR;1;chemical
SAADR;RIMR;1;chemical
SAADR;AVAR;1;chemical
SAADR;RIMR;1;chemical
SAADR;AVAR;1;chemical
SAADR;RIMR;1;chemical
AFDL;AWBL;1;chemical
IL2L;OLQDL;1;chemical
AFDL;AWBL;2;chemical
AIMR;RMGR;2;chemical
AIMR;RMGR;2;chemical
AIMR;HSNR;2;chemical
HSNR;HSNL;1;chemical
HSNL;ADLR;1;chemical
HSNL;RMGR;1;chemical
ADER;AVER;2;chemical
ADER;seamR;2;chemical
IL2R;AVER;1;chemical
AVER;RMGR;1;chemical
RMGR;RMDR;2;chemical
RMGR;AVER;2;chemical
ASHR;AVER;1;chemical
ASHR;RMGR;1;chemical
ASHR;AVER;1;chemical
ASHR;RMGR;1;chemical
AVER;URXR;1;chemical
RMGR;AVER;2;chemical
RMGR;URXR;2;chemical
RMGR;IL2R;2;chemical
ASHR;AVER;2;chemical
ASHR;RMGR;2;chemical
RMGR;RIR;1;chemical
RMGR;ASHR;1;chemical
ASHR;RMGR;1;chemical
ASHR;AVER;1;chemical
ASHR;RMGR;1;chemical
RMGR;ALNR;1;chemical
RMGR;AVBR;2;chemical
RMGR;AVJL;2;chemical
RMGR;AVBR;1;chemical
RMGR;AVJL;1;chemical
URXR;RMGR;1;chemical
URXR;RMGR;1;chemical
URXR;RMGR;1;chemical
RMGR;SAADL;2;chemical
RMGR;RMDL;3;chemical
RMGR;RMDVR;3;chemical
RMGR;RMDR;2;chemical
RMGR;RMDL;2;chemical
RMGR;RMDVR;2;chemical
RMGR;RMDVR;3;chemical
RMGR;RMDL;3;chemical
RMGR;RIGR;1;chemical
RMGR;RIGR;1;chemical
RMGR;RMDL;8;chemical
RMGR;RMDVR;8;chemical
RMGR;dBWMR5;1;chemical
RMGR;dBWMR5;1;chemical
RMGR;dBWMR5;1;chemical
RMGR;RMDVR;3;chemical
RMGR;RMDL;3;chemical
AVFR;RMGL;1;chemical
AVEL;ALML;1;chemical
AVEL;RMGL;1;chemical
ALML;RICR;1;chemical
ALML;RMGL;1;chemical
AVEL;RMGL;1;chemical
RMGL;AVEL;1;chemical
RMGL;URXL;1;chemical
RMGL;AVEL;1;chemical
RMGL;URXL;1;chemical
RIR;ASHL;1;chemical
RIR;RMGL;1;chemical
CEPDL;SIADR;2;chemical
CEPDL;RMGL;2;chemical
CEPDL;SIBVR;2;chemical
ALNL;RMDDR;1;chemical
ALNL;RMGL;1;chemical
RMGL;SIBDL;2;chemical
RMGL;SIBVR;2;chemical
RMGL;SIBDL;1;chemical
RMGL;SIBVR;1;chemical
SAADR;RMGL;1;chemical
URXL;RMGL;1;chemical
RMGL;ADAL;1;chemical
RMGL;AIBR;2;chemical
RMGL;SIADL;2;chemical
RMGL;RMDR;2;chemical
RMGL;SIBDL;2;chemical
RICR;RMGL;1;chemical
RICR;RICL;1;chemical
RMGL;AVAL;1;chemical
RMGL;RMDVL;2;chemical
RMGL;RMDR;2;chemical
RMGL;RMHL;1;chemical
RMGL;RMDVL;1;chemical
RMGL;RMDR;1;chemical
RMGL;SAADL;1;chemical
RMGL;RIVR;1;chemical
RMGL;RMDVL;3;chemical
RMGL;RMDR;3;chemical
RMGL;RMDR;5;chemical
RMGL;RMDVL;5;chemical
RMGL;RMDR;2;chemical
RMGL;RMDVL;2;chemical
RMGL;CEPDL;1;chemical
RMGL;RMDL;1;chemical
CEPDL;RMHR;1;chemical
CEPDL;RMHR;1;chemical
CEPDL;RMGL;1;chemical
RMGL;RMDR;1;chemical
ALML;RMGL;2;chemical
ALML;AVEL;2;chemical
RMGL;RMDVL;1;chemical
RMGL;AVAL;1;chemical
RMGL;SIAVL;1;chemical
RMGL;RMDL;1;chemical
RMGL;RMDDR;1;chemical
RMHR;RMDL;2;chemical
RMHR;RMGL;2;chemical
RMGL;dBWML5;1;chemical
RMGL;RMHR;1;chemical
RMHR;RMGL;3;chemical
RMHR;dBWML5;3;chemical
RMGL;RMHR;1;chemical
RMHR;RMGL;1;chemical
RMHR;RMGL;1;chemical
RMGL;RMHR;2;chemical
DVC;RMFR;1;chemical
PVT;RMFR;1;chemical
RMFR;AVKR;2;chemical
PVT;RMFR;3;chemical
RMFR;AVKR;2;chemical
RMFR;RMDR;1;chemical
RMFR;RMDL;1;chemical
RMFR;AVKL;1;chemical
DVC;RMFL;5;chemical
DVC;RIGL;5;chemical
RMFR;RMDL;1;chemical
RMFR;AVKR;1;chemical
RMDL;AVKR;1;chemical
RMDL;RMFR;1;chemical
RMFR;AVKL;2;chemical
RMFR;AVKR;2;chemical
RMFR;RMDL;2;chemical
RMFR;RMDL;2;chemical
RMFR;AVKL;2;chemical
SDQL;AVAR;2;chemical
SDQL;RMFL;2;chemical
RIML;VB01;2;chemical
RIML;RMFL;2;chemical
RMFL;SAAVR;1;chemical
RMFL;RIMR;1;chemical
RIMR;RMFL;1;chemical
RIMR;SAAVR;1;chemical
RMFL;RIMR;1;chemical
DVC;RIGL;2;chemical
DVC;RMFL;2;chemical
SAADR;RMFL;2;chemical
SAADR;RIML;2;chemical
PVT;AIBR;3;chemical
PVT;RMFL;3;chemical
SAADR;RIML;5;chemical
SAADR;AVAR;5;chemical
RIGL;AIBR;1;chemical
RIGL;RIBL;1;chemical
DVC;RIGL;1;chemical
DVC;RMFL;1;chemical
RMHL;AVAR;1;chemical
RMHL;RID;1;chemical
RMHL;RICR;1;chemical
IL1VL;RMHL;1;chemical
RMHL;RICL;1;chemical
IL2DL;RMHL;1;chemical
SDQL;AVBL;1;chemical
SDQL;DVA;1;chemical
SDQR;SDQL;1;chemical
SDQR;SIBDR;1;chemical
SDQR;SDQL;1;chemical
SDQR;DVA;1;chemical
SDQR;RMHR;1;chemical
SDQR;AVBL;1;chemical
SDQR;RICR;1;chemical
SDQR;vBWMR7;1;chemical
URXR;RMDR;1;chemical
AQR;PVCR;2;chemical
AQR;AVBR;2;chemical
SMBDL;SIADL;1;chemical
ALMR;SIADL;1;chemical
ALMR;RMDDL;1;chemical
SIADL;SMBDL;1;chemical
SIADL;AVFR;1;chemical
RMGR;ALMR;1;chemical
RMGR;SIADL;1;chemical
RMGR;RMDDL;1;chemical
CEPDR;URXR;1;chemical
URBR;URXR;1;chemical
URBR;SIADL;1;chemical
CEPDR;RICL;1;chemical
RICR;RICL;1;chemical
RICR;CEPDR;1;chemical
CEPDR;URBR;1;chemical
CEPDR;RICL;1;chemical
SIADL;ALNR;3;chemical
SIADL;RMDL;3;chemical
SIADL;ALNR;1;chemical
SIADL;RMDL;1;chemical
RIAL;RIML;1;chemical
RIAL;SIADL;1;chemical
RIAL;RIML;1;chemical
RIAL;SMDVR;2;chemical
RIAL;SIADL;2;chemical
RIAL;SMDVR;1;chemical
SIADR;SMBDR;1;chemical
ASJL;CEPDL;1;chemical
CEPDL;SIADR;2;chemical
CEPDL;SMBDR;2;chemical
URBL;RMDDR;2;chemical
URBL;SIAVL;2;chemical
URBL;SIADR;2;chemical
RMGL;SIADR;2;chemical
RMGL;SMDDR;2;chemical
ALNL;RMHL;1;chemical
ALNL;SIADR;1;chemical
RIAR;RMDL;1;chemical
RIAR;SIADR;1;chemical
RIAR;SIADR;1;chemical
SMBDR;SIADR;1;chemical
AIZR;SIADR;1;chemical
SIADR;IL1VR;1;chemical
SIADR;AVAL;1;chemical
IL2VR;SIADR;1;chemical
SMBDR;SIADR;1;chemical
SDQL;AVDL;2;chemical
SDQL;SAADR;2;chemical
SMDVL;RIVL;2;chemical
AVBL;SDQL;1;chemical
BDUR;SDQL;2;chemical
BDUR;ALMR;2;chemical
SDQL;AVBR;1;chemical
SDQL;AVDL;1;chemical
SDQL;PVCL;1;chemical
SDQL;SIBVL;1;chemical
PVCL;AVBR;1;chemical
PVCL;AVDL;1;chemical
SDQL;RIPR;1;chemical
RIVR;SIBVL;1;chemical
RIVR;SIAVL;1;chemical
RMDVR;SIAVL;2;chemical
RIVR;SMDDL;1;chemical
RIAR;SIAVL;1;chemical
RIAR;SIAVL;1;chemical
RIAR;RMDVR;1;chemical
RIVR;RMDR;2;chemical
RIVR;SIAVL;2;chemical
RMDR;SIAVL;1;chemical
RICL;AVAR;2;chemical
RICL;SMBDL;2;chemical
SMBDL;SIAVL;2;chemical
SMBDL;SIAVL;1;chemical
SIAVL;ADEL;1;chemical
SIAVL;IL2L;1;chemical
SMBDR;SIAVR;1;chemical
RMDVL;SIAVR;1;chemical
RMDVL;SIBVR;1;chemical
RMDVL;SIAVR;1;chemical
CEPVR;SIAVR;1;chemical
CEPVR;IL1VR;2;chemical
CEPVR;OLQVR;2;chemical
SIBVR;SIAVR;1;chemical
SIAVR;RMDL;1;chemical
DVA;SMBVR;1;chemical
DVA;SMBDR;1;chemical
SMBVR;RIAR;1;chemical
SMBVR;SMBDR;1;chemical
RIBR;RIAR;1;chemical
URYVR;ADAR;1;chemical
URYVR;SMBDR;1;chemical
RMDVR;SIBDR;1;chemical
RMDVR;SMBDR;1;chemical
RICR;RIVL;1;chemical
SMBDR;SAAVL;1;chemical
SAAVL;SMBDR;2;chemical
ALNL;SMBDR;1;chemical
SAADR;SMBDR;1;chemical
SAADR;SMBDR;1;chemical
SMBDR;SAAVL;1;chemical
SMBDR;SAAVL;1;chemical
SMBDR;SAAVL;1;chemical
SMBDR;ALNL;1;chemical
ADEL;URBL;2;chemical
ALML;CEPDL;1;chemical
ALML;RMDDR;1;chemical
ALML;BDUL;2;chemical
ALML;CEPDL;1;chemical
CEPDL;ALML;1;chemical
AIML;AVDL;1;chemical
AIML;ALML;1;chemical
SIADR;ALML;1;chemical
SIADR;CEPDL;1;chemical
CEPDL;SMBDR;1;chemical
URBL;URXL;3;chemical
URBL;SMBDR;3;chemical
RICL;SMBDR;1;chemical
CEPDL;SMBDR;2;chemical
CEPDL;OLQDL;2;chemical
CEPDL;SIBDL;2;chemical
CEPDL;URBL;2;chemical
SMBDR;dBWML5;1;chemical
SMBDR;dBWML5;3;chemical
IL2DL;OLQDL;1;chemical
IL2DL;RIPL;1;chemical
SMBDR;dBWML1;5;chemical
SMBDR;dBWML2;5;chemical
SMBDR;dBWML2;1;chemical
SMBDR;dBWML2;1;chemical
SMBDR;dBWML6;1;chemical
SMBDR;SAAVL;1;chemical
SMBDR;ALNL;1;chemical
ASJL;ASKL;1;chemical
ASJL;PVQL;1;chemical
ASJL;ASKL;1;chemical
ASJL;PVQL;1;chemical
SMBDR;dBWML6;4;chemical
SMBDR;dBWML2;4;chemical
SMBDR;dBWML6;2;chemical
SMBDR;dBWMR7;2;chemical
SMBDR;dBWMR7;4;chemical
SMBDR;dBWML6;4;chemical
SMBDR;dBWMR7;2;chemical
SMBDR;dBWMR7;1;chemical
RIFR;AVBR;2;chemical
RIFR;ASHR;2;chemical
RIFR;AVBR;2;chemical
AVHR;AWBL;1;chemical
AVHR;SMBDL;1;chemical
SMBDL;AIZL;1;chemical
AIZL;RIAL;5;chemical
AIZL;SMBDL;5;chemical
RICL;SMBDL;2;chemical
RICL;AVAR;2;chemical
RICL;AVAR;4;chemical
RICL;SMDDL;4;chemical
RICL;SMBDL;1;chemical
RICL;AVAR;1;chemical
SAAVR;AVAR;3;chemical
RIVR;SMBDL;1;chemical
RIVR;dBWMR7;1;chemical
RICL;RIVR;2;chemical
SAAVR;SAAVR;1;chemical
SAAVR;SMBDL;1;chemical
SMBDL;dBWMR1;1;chemical
SMBDL;dBWMR6;1;chemical
SMBDL;dBWMR4;2;chemical
SMBDL;dBWMR2;2;chemical
SMBDL;dBWMR2;2;chemical
ALNR;SMBDL;2;chemical
ALNR;SAAVR;2;chemical
ALNR;SMBDL;2;chemical
SMBDL;SAAVR;3;chemical
SMBDL;SAAVR;2;chemical
CEPDR;RICR;3;chemical
CEPDR;CEPDR;3;chemical
CEPDR;RICR;1;chemical
CEPDR;RICR;1;chemical
CEPDR;OLQDR;3;chemical
CEPDR;RICR;3;chemical
CEPDR;URBR;3;chemical
CEPDR;OLQDR;1;chemical
CEPDR;IL1DR;1;chemical
CEPDR;OLQDR;1;chemical
SMBDL;dBWMR4;1;chemical
SMBDL;dBWMR3;3;chemical
SMBDL;dBWMR4;3;chemical
SMBDL;dBWMR3;3;chemical
SMBDL;dBWMR4;3;chemical
SMBDL;dBWMR1;1;chemical
SMBDL;dBWMR1;1;chemical
SMBDL;dBWMR2;1;chemical
SMBDL;dBWMR2;1;chemical
SMBDL;dBWMR6;1;chemical
SMBDL;dBWMR6;1;chemical
SMBDL;dBWMR6;1;chemical
SMBDL;dBWMR2;1;chemical
SMBDL;dBWMR6;1;chemical
SMDDR;SIBVR;2;chemical
RMGL;AVBR;1;chemical
RMGL;SIBVR;1;chemical
DVA;SAAVL;2;chemical
DVA;AVAL;2;chemical
DVA;SAAVL;1;chemical
AIBR;AVEL;1;chemical
AIBR;SIBVR;1;chemical
PVCL;PVCR;1;chemical
PVCL;AVBR;1;chemical
URYVL;SIBVR;2;chemical
URYVL;RID;2;chemical
URYVL;SIBVL;1;chemical
URYVL;SIBVR;1;chemical
PVCR;RID;2;chemical
PVCR;SIBVR;2;chemical
PVCL;AVBL;3;chemical
PVCL;SIBVL;3;chemical
URYVR;AVBL;1;chemical
URYVR;SIBVL;1;chemical
PVCR;PVCL;1;chemical
PVCR;AVDL;1;chemical
PVCL;SIBVL;2;chemical
PVCL;ADLR;2;chemical
ADLR;ADAR;1;chemical
ADAL;AVBR;1;chemical
URBL;SIBVL;1;chemical
URBL;SMBVL;1;chemical
SMDDL;SIBVL;1;chemical
ALML;AIML;1;chemical
ALML;seamL;1;chemical
ALML;AVEL;1;chemical
AVFL;SMBVL;1;chemical
AVFL;AIML;1;chemical
SMBVL;AIML;1;chemical
SMBVL;AVFL;1;chemical
RMGL;AIML;1;chemical
RMGL;ADLL;1;chemical
AIML;AVFL;1;chemical
AIML;AVFR;1;chemical
AIML;ASJL;1;chemical
